"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",2.904,
"MEX","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",3.001,
"MEX","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",2.859,"B"
"MEX","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",2.842,
"MEX","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",2.809,"E"
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",3.942,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",3.709,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",3.545,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",3.451,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",3.374,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",3.234,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",3.384,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",3.277,
"TUR","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",3.256,"E"
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",7.007,
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",6.919,
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",6.866,
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",7.753,"B"
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",7.754,
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",7.69,
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",7.709,
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",7.59,
"GBR","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",7.533,"E"
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",7.925,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",7.913,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",7.888,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",7.932,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",13.838,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",14.169,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",14.471,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2017",14.421,
"USA","HEALTHEXP","COMPULSORY","PC_GDP","A","2018",14.318,"E"
"BRA","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",3.577,"E"
"BRA","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",3.467,"E"
"BRA","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",3.356,"E"
"BRA","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",3.556,"E"
"BRA","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",3.709,"E"
"BRA","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",3.813,"E"
"BRA","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",3.958,"E"
"CHN","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",2.177,
"CHN","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",2.315,
"CHN","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",2.547,
"CHN","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",2.705,
"CHN","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",2.814,
"CHN","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",2.998,
"CHN","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",2.912,
"IND","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",0.862,
"IND","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",0.91,
"IND","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",0.903,
"IND","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",0.829,
"IND","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",0.829,
"IND","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",0.891,
"IND","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",0.899,
"IDN","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",0.779,
"IDN","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",0.816,
"IDN","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",0.886,
"IDN","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",0.946,
"IDN","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",1.124,
"IDN","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",1.227,
"IDN","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",1.415,
"RUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",3.035,
"RUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",2.996,
"RUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",3.142,
"RUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",3.163,
"RUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",3.308,"B"
"RUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",3.104,
"RUS","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",2.998,
"ZAF","HEALTHEXP","COMPULSORY","PC_GDP","A","2010",3.029,
"ZAF","HEALTHEXP","COMPULSORY","PC_GDP","A","2011",3.187,
"ZAF","HEALTHEXP","COMPULSORY","PC_GDP","A","2012",3.36,
"ZAF","HEALTHEXP","COMPULSORY","PC_GDP","A","2013",3.336,
"ZAF","HEALTHEXP","COMPULSORY","PC_GDP","A","2014",3.408,
"ZAF","HEALTHEXP","COMPULSORY","PC_GDP","A","2015",3.502,
"ZAF","HEALTHEXP","COMPULSORY","PC_GDP","A","2016",3.472,
