"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.977,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.032,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.007,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.009,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2010",2.846,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2011",2.84,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.821,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2013",2.732,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2014",2.755,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2015",2.686,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"KOR","EDUEXP","PRY_NTRY","PC_GDP","A","2010",4.403,
"KOR","EDUEXP","PRY_NTRY","PC_GDP","A","2011",4.357,
"KOR","EDUEXP","PRY_NTRY","PC_GDP","A","2012",4.335,
"KOR","EDUEXP","PRY_NTRY","PC_GDP","A","2013",4.166,
"KOR","EDUEXP","PRY_NTRY","PC_GDP","A","2014",4.003,
"KOR","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.982,
"KOR","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"MEX","EDUEXP","PRY_NTRY","PC_GDP","A","2010",3.893,
"MEX","EDUEXP","PRY_NTRY","PC_GDP","A","2011",3.888,
"MEX","EDUEXP","PRY_NTRY","PC_GDP","A","2012",3.815,
"MEX","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.884,
"MEX","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.869,
"MEX","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.857,
"MEX","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"TUR","EDUEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"TUR","EDUEXP","PRY_NTRY","PC_GDP","A","2011",3.02,
"TUR","EDUEXP","PRY_NTRY","PC_GDP","A","2012",3.125,
"TUR","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.097,
"TUR","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.16,
"TUR","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.129,
"TUR","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"GBR","EDUEXP","PRY_NTRY","PC_GDP","A","2010",4.238,
"GBR","EDUEXP","PRY_NTRY","PC_GDP","A","2011",4.274,
"GBR","EDUEXP","PRY_NTRY","PC_GDP","A","2012",4.338,
"GBR","EDUEXP","PRY_NTRY","PC_GDP","A","2013",4.685,
"GBR","EDUEXP","PRY_NTRY","PC_GDP","A","2014",4.714,
"GBR","EDUEXP","PRY_NTRY","PC_GDP","A","2015",4.361,
"GBR","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"USA","EDUEXP","PRY_NTRY","PC_GDP","A","2010",3.907,
"USA","EDUEXP","PRY_NTRY","PC_GDP","A","2011",3.781,
"USA","EDUEXP","PRY_NTRY","PC_GDP","A","2012",3.632,
"USA","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.541,
"USA","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.51,
"USA","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.514,
"USA","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"ARG","EDUEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"ARG","EDUEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"ARG","EDUEXP","PRY_NTRY","PC_GDP","A","2012",4.2,
"ARG","EDUEXP","PRY_NTRY","PC_GDP","A","2013",4.481,
"ARG","EDUEXP","PRY_NTRY","PC_GDP","A","2014",4.401,
"ARG","EDUEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"ARG","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"CHN","EDUEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"CHN","EDUEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"CHN","EDUEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"CHN","EDUEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"CHN","EDUEXP","PRY_NTRY","PC_GDP","A","2014",,"M"
"CHN","EDUEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"CHN","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"IND","EDUEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"IND","EDUEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"IND","EDUEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"IND","EDUEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"IND","EDUEXP","PRY_NTRY","PC_GDP","A","2014",,"M"
"IND","EDUEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"IND","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"IDN","EDUEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"IDN","EDUEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"IDN","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.776,
"IDN","EDUEXP","PRY_NTRY","PC_GDP","A","2013",2.27,
"IDN","EDUEXP","PRY_NTRY","PC_GDP","A","2014",,"M"
"IDN","EDUEXP","PRY_NTRY","PC_GDP","A","2015",2.743,
"IDN","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"RUS","EDUEXP","PRY_NTRY","PC_GDP","A","2010",1.907,
"RUS","EDUEXP","PRY_NTRY","PC_GDP","A","2011",1.899,
"RUS","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.085,
"RUS","EDUEXP","PRY_NTRY","PC_GDP","A","2013",2.119,
"RUS","EDUEXP","PRY_NTRY","PC_GDP","A","2014",2.02,
"RUS","EDUEXP","PRY_NTRY","PC_GDP","A","2015",1.939,
"RUS","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"SAU","EDUEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"SAU","EDUEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"SAU","EDUEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"SAU","EDUEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"SAU","EDUEXP","PRY_NTRY","PC_GDP","A","2014",,"M"
"SAU","EDUEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"SAU","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"BRA","EDUEXP","PRY_NTRY","PC_GDP","A","2010",4.201,
"BRA","EDUEXP","PRY_NTRY","PC_GDP","A","2011",4.183,
"BRA","EDUEXP","PRY_NTRY","PC_GDP","A","2012",4.168,
"BRA","EDUEXP","PRY_NTRY","PC_GDP","A","2013",4.152,
"BRA","EDUEXP","PRY_NTRY","PC_GDP","A","2014",4.022,
"BRA","EDUEXP","PRY_NTRY","PC_GDP","A","2015",4.061,
"BRA","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
"ZAF","EDUEXP","PRY_NTRY","PC_GDP","A","2010",,"M"
"ZAF","EDUEXP","PRY_NTRY","PC_GDP","A","2011",,"M"
"ZAF","EDUEXP","PRY_NTRY","PC_GDP","A","2012",,"M"
"ZAF","EDUEXP","PRY_NTRY","PC_GDP","A","2013",,"M"
"ZAF","EDUEXP","PRY_NTRY","PC_GDP","A","2014",,"M"
"ZAF","EDUEXP","PRY_NTRY","PC_GDP","A","2015",,"M"
"ZAF","EDUEXP","PRY_NTRY","PC_GDP","A","2016",,"M"
