"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","HEALTHEXP","TOT","PC_GDP","A","2011",6.294,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2012",6.437,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2013",6.579,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2014",6.821,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2015",7.045,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2016",7.325,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2017",7.604,
"KOR","HEALTHEXP","TOT","PC_GDP","A","2018",8.102,"P"
"MEX","HEALTHEXP","TOT","PC_GDP","A","2010",5.975,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2011",5.701,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2012",5.842,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2013",5.941,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2014",5.607,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2015",5.752,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2016",5.464,"B"
"MEX","HEALTHEXP","TOT","PC_GDP","A","2017",5.517,
"MEX","HEALTHEXP","TOT","PC_GDP","A","2018",5.457,"E"
"TUR","HEALTHEXP","TOT","PC_GDP","A","2010",5.054,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2011",4.688,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2012",4.478,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2013",4.404,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2014",4.347,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2015",4.139,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2016",4.314,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2017",4.216,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2018",4.172,"E"
"GBR","HEALTHEXP","TOT","PC_GDP","A","2010",8.434,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2011",8.376,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2012",8.286,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2013",9.766,"B"
"GBR","HEALTHEXP","TOT","PC_GDP","A","2014",9.757,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2015",9.687,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2016",9.699,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2017",9.632,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2018",9.768,"E"
"USA","HEALTHEXP","TOT","PC_GDP","A","2010",16.382,
"USA","HEALTHEXP","TOT","PC_GDP","A","2011",16.35,
"USA","HEALTHEXP","TOT","PC_GDP","A","2012",16.329,
"USA","HEALTHEXP","TOT","PC_GDP","A","2013",16.257,
"USA","HEALTHEXP","TOT","PC_GDP","A","2014",16.443,
"USA","HEALTHEXP","TOT","PC_GDP","A","2015",16.749,
"USA","HEALTHEXP","TOT","PC_GDP","A","2016",17.121,
"USA","HEALTHEXP","TOT","PC_GDP","A","2017",17.061,
"USA","HEALTHEXP","TOT","PC_GDP","A","2018",16.937,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2010",7.945,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2011",7.788,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2012",7.736,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2013",7.977,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2014",8.396,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2015",8.87,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2016",9.204,"E"
"CHN","HEALTHEXP","TOT","PC_GDP","A","2010",4.194,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2011",4.309,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2012",4.57,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2013",4.742,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2014",4.817,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2015",4.982,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2016",5.019,
"IND","HEALTHEXP","TOT","PC_GDP","A","2010",3.375,
"IND","HEALTHEXP","TOT","PC_GDP","A","2011",3.246,
"IND","HEALTHEXP","TOT","PC_GDP","A","2012",3.329,
"IND","HEALTHEXP","TOT","PC_GDP","A","2013",3.749,
"IND","HEALTHEXP","TOT","PC_GDP","A","2014",3.62,
"IND","HEALTHEXP","TOT","PC_GDP","A","2015",3.561,
"IND","HEALTHEXP","TOT","PC_GDP","A","2016",3.621,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2010",2.961,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2011",2.955,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2012",2.903,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2013",2.961,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2014",3.117,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2015",3.005,
"IDN","HEALTHEXP","TOT","PC_GDP","A","2016",3.126,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2010",4.945,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2011",4.782,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2012",4.932,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2013",5.071,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2014",5.284,"B"
"RUS","HEALTHEXP","TOT","PC_GDP","A","2015",5.287,
"RUS","HEALTHEXP","TOT","PC_GDP","A","2016",5.263,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2010",7.415,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2011",7.497,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2012",7.753,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2013",7.721,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2014",7.93,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2015",8.201,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2016",8.094,
